area_type,availability,location,bath,balcony,price,total_sqft_int,bhk,price_per_sqft
Super built-up  Area,19-Dec,Thanisandra,3.0,1.0,95.0,1417.0,4.0,6704.304869442484
Super built-up  Area,Ready To Move,Thanisandra,3.0,2.0,110.0,1435.0,4.0,7665.505226480836
Super built-up  Area,19-Mar,Thanisandra,2.0,1.0,77.25,1290.0,3.0,5988.372093023256
Built-up  Area,Ready To Move,Thanisandra,3.0,1.0,88.0,1138.0,2.0,7732.8646748681895
Super built-up  Area,Ready To Move,Thanisandra,3.0,2.0,98.0,1180.0,2.0,8305.084745762711
Super built-up  Area,Ready To Move,Thanisandra,3.0,2.0,115.0,1800.0,5.0,6388.888888888889
Super built-up  Area,Ready To Move,Thanisandra,2.0,2.0,75.0,1464.0,3.0,5122.950819672131
Super built-up  Area,Ready To Move,Thanisandra,4.0,2.0,122.0,1370.0,3.0,8905.109489051094
Super built-up  Area,17-Jan,Thanisandra,4.0,2.0,139.0,1600.0,3.0,8687.5
Super built-up  Area,Ready To Move,Thanisandra,2.0,1.0,71.0,1100.0,3.0,6454.545454545455
Super built-up  Area,Ready To Move,Thanisandra,2.0,1.0,66.0,1299.0,1.0,5080.831408775982
Super built-up  Area,Ready To Move,Thanisandra,3.0,2.0,107.0,1976.0,3.0,5414.9797570850205
Super built-up  Area,19-May,Thanisandra,4.0,1.0,125.0,2100.0,3.0,5952.380952380952
Super built-up  Area,18-Apr,Thanisandra,3.0,2.0,100.0,1200.0,2.0,8333.333333333334
Super built-up  Area,Ready To Move,Thanisandra,3.0,2.0,120.0,1610.0,3.0,7453.416149068323
Super built-up  Area,Ready To Move,Thanisandra,2.0,2.0,70.0,1125.0,2.0,6222.222222222223
Super built-up  Area,Ready To Move,Thanisandra,3.0,2.0,135.0,2500.0,3.0,5400.0
Super built-up  Area,21-Dec,Thanisandra,3.0,1.0,85.73,1400.0,3.0,6123.571428571428
Super built-up  Area,Ready To Move,Thanisandra,2.0,1.0,65.0,1100.0,3.0,5909.090909090909
Super built-up  Area,19-Mar,Thanisandra,2.0,1.0,83.05,1220.0,3.0,6807.377049180328
Super built-up  Area,Ready To Move,Thanisandra,2.0,1.0,80.0,1105.0,2.0,7239.819004524887
Super built-up  Area,Ready To Move,Thanisandra,1.0,2.0,50.4,1410.0,1.0,3574.468085106383
Super built-up  Area,Ready To Move,Thanisandra,3.0,2.0,115.0,1500.0,2.0,7666.666666666667
Built-up  Area,Ready To Move,Thanisandra,3.0,1.0,125.0,1583.0,2.0,7896.399241945673
Super built-up  Area,17-Dec,Thanisandra,3.0,2.0,100.0,1200.0,3.0,8333.333333333334
Super built-up  Area,18-Nov,Thanisandra,3.0,0.0,75.885,950.0,2.0,7987.894736842106
Super built-up  Area,21-Dec,Thanisandra,3.0,2.0,112.0,1331.95,3.0,8408.724051203122
Super built-up  Area,19-Dec,Thanisandra main road,3.0,1.0,455.0,1652.0,2.0,27542.372881355932
Super built-up  Area,Ready To Move,Thigalarapalya,4.0,2.0,142.0,2500.0,5.0,5680.0
Plot  Area,Ready To Move,Thigalarapalya,2.0,1.0,65.0,1128.0,2.0,5762.41134751773
Super built-up  Area,Ready To Move,Thigalarapalya,2.0,2.0,103.0,2100.0,2.0,4904.761904761905
Super built-up  Area,Ready To Move,Thigalarapalya,2.0,2.0,95.0,1650.0,2.0,5757.575757575758
Super built-up  Area,Ready To Move,Thigalarapalya,2.0,2.0,101.0,1175.0,2.0,8595.744680851063
Super built-up  Area,Ready To Move,Thigalarapalya,4.0,3.0,380.0,2700.0,4.0,14074.074074074075
Super built-up  Area,Ready To Move,Thigalarapalya,2.0,2.0,103.0,1075.0,2.0,9581.39534883721
Super built-up  Area,Ready To Move,Thigalarapalya,2.0,2.0,62.0,1200.0,2.0,5166.666666666667
Super built-up  Area,Ready To Move,Thigalarapalya,2.0,2.0,104.0,1090.0,3.0,9541.284403669724
Super built-up  Area,Ready To Move,Thigalarapalya,2.0,2.0,105.0,1300.0,2.0,8076.923076923077
Super built-up  Area,Ready To Move,Thigalarapalya,2.0,2.0,104.0,982.0,2.0,10590.631364562118
Super built-up  Area,Ready To Move,Thigalarapalya,2.0,2.0,105.0,778.0,2.0,13496.143958868895
Super built-up  Area,Ready To Move,Thigalarapalya,4.0,2.0,160.0,1500.0,3.0,10666.666666666666
Super built-up  Area,Ready To Move,Thigalarapalya,4.0,2.0,150.0,1180.0,3.0,12711.864406779661
Super built-up  Area,Ready To Move,Thigalarapalya,2.0,2.0,100.0,1320.0,2.0,7575.757575757576
Super built-up  Area,Ready To Move,Thigalarapalya,2.0,2.0,105.0,1418.0,2.0,7404.795486600846
Super built-up  Area,Ready To Move,Thigalarapalya,4.0,2.0,150.0,1195.0,3.0,12552.301255230126
Super built-up  Area,Ready To Move,Thigalarapalya,2.0,2.0,98.0,1426.0,2.0,6872.370266479664
Super built-up  Area,18-Apr,Thirumenahalli,2.0,3.0,42.33,4111.0,3.0,1029.6764777426417
Super built-up  Area,18-Apr,Thirumenahalli,2.0,2.0,36.69,3900.0,3.0,940.7692307692307
Super built-up  Area,18-Apr,Thirumenahalli,2.0,3.0,36.69,663.0,1.0,5533.93665158371
Carpet  Area,Ready To Move,Thirumenahalli,2.0,2.0,70.0,1355.0,2.0,5166.051660516605
Super built-up  Area,18-Feb,Thirumenahalli,3.0,2.0,56.0,1724.0,3.0,3248.259860788863
Super built-up  Area,Ready To Move,Thomas Town,2.0,1.5843757375501535,60.0,1153.0,3.0,5203.816131830009
Super built-up  Area,Ready To Move,Thubarahalli,2.0,2.0,78.0,1450.0,4.0,5379.310344827586
Super built-up  Area,Ready To Move,Thubarahalli,2.0,2.0,75.0,2000.0,2.0,3750.0
Built-up  Area,Ready To Move,Thubarahalli,2.0,2.0,65.0,1161.0,3.0,5598.621877691645
Built-up  Area,Ready To Move,Thubarahalli,2.0,1.0,55.0,1306.0,2.0,4211.332312404288
Built-up  Area,Ready To Move,Thubarahalli,2.0,1.0,80.0,1595.0,4.0,5015.673981191223
Super built-up  Area,Ready To Move,Thubarahalli,2.0,2.0,79.0,1050.0,2.0,7523.809523809524
Super built-up  Area,Ready To Move,Thubarahalli,2.0,2.0,80.0,1200.0,2.0,6666.666666666667
Built-up  Area,Ready To Move,Thubarahalli,3.0,3.0,90.0,1170.0,2.0,7692.307692307692
Built-up  Area,Ready To Move,Thubarahalli,3.0,3.0,175.0,3596.0,2.0,4866.518353726363
Super built-up  Area,Ready To Move,Thubarahalli,2.0,2.0,65.0,1485.0,2.0,4377.104377104377
Super built-up  Area,19-Mar,Thubarahalli,3.0,1.0,51.0,1525.0,2.0,3344.2622950819673
Plot  Area,Ready To Move,Thurahalli,3.0,2.0,65.0,1205.0,2.0,5394.190871369295
Plot  Area,Ready To Move,Thyagaraja Nagar,1.0,1.0,100.0,1635.0,2.0,6116.207951070336
Built-up  Area,Ready To Move,Thyagaraja Nagar,1.0,0.0,95.0,1450.0,1.0,6551.724137931034
Plot  Area,Ready To Move,Thyagaraja Nagar,1.0,0.0,241.0,3295.0,3.0,7314.112291350531
Plot  Area,Ready To Move,Tindlu,2.0,1.0,87.0,1033.0,2.0,8422.071636011617
Super built-up  Area,Ready To Move,Tindlu,2.0,2.0,65.0,1452.19,3.0,4475.9983197790925
Plot  Area,Ready To Move,Tindlu,3.0,1.0,87.0,1535.0,4.0,5667.7524429967425
Plot  Area,Ready To Move,Tindlu,3.0,1.0,81.0,1050.0,2.0,7714.285714285715
Built-up  Area,Ready To Move,Tindlu,2.0,2.0,52.0,3750.0,3.0,1386.6666666666667
Built-up  Area,Ready To Move,Tindlu,3.0,1.0,65.0,1250.0,2.0,5200.0
Built-up  Area,Ready To Move,Tindlu,2.0,2.0,59.8,5667.5,2.0,1055.138950154389
Super built-up  Area,Ready To Move,Tindlu,2.0,2.0,55.0,2000.0,2.0,2750.0
Super built-up  Area,Ready To Move,Tirumanahalli,2.0,1.0,56.7,1491.0,3.0,3802.8169014084506
Super built-up  Area,Ready To Move,Tirumanahalli,2.0,1.0,55.0,1362.0,2.0,4038.179148311307
Super built-up  Area,Ready To Move,Tumkur Road,3.0,1.0,90.0,1550.0,3.0,5806.451612903225
Super built-up  Area,Ready To Move,Tumkur Road,2.0,1.0,84.0,1720.0,2.0,4883.720930232558
Super built-up  Area,21-Jan,Tumkur Road,2.0,1.0,82.0,1187.0,3.0,6908.171861836563
Super built-up  Area,21-Jan,Tumkur Road,2.0,1.0,82.0,1374.0,3.0,5967.976710334789
Super built-up  Area,21-Jun,Tumkur Road,3.0,0.0,57.76,1400.0,3.0,4125.714285714285
Super built-up  Area,21-Jun,Tumkur Road,2.0,0.0,48.905,1157.0,2.0,4226.8798617113225
Super built-up  Area,Ready To Move,Tumkur Road,3.0,3.0,100.0,1430.0,3.0,6993.006993006993
Super built-up  Area,Ready To Move,Tumkur Road,3.0,1.0,94.0,1537.0,2.0,6115.8100195185425
Super built-up  Area,17-Dec,Tumkur Road,2.0,1.0,60.0,1431.5,3.0,4191.4076143904995
Super built-up  Area,Ready To Move,Tumkur Road,2.0,1.0,68.62,1232.0,3.0,5569.805194805195
Super built-up  Area,Ready To Move,Tumkur Road,2.0,1.0,95.0,1740.0,4.0,5459.770114942528
Super built-up  Area,Ready To Move,Tumkur Road,2.0,1.0,60.0,1200.0,3.0,5000.0
Super built-up  Area,Ready To Move,Tumkur Road,2.0,2.0,52.5,1200.0,3.0,4375.0
Super built-up  Area,21-Jan,Tumkur Road,2.0,1.0,95.0,2000.0,3.0,4750.0
Super built-up  Area,18-May,Tumkur Road,2.0,1.0,67.0,1565.0,3.0,4281.150159744409
Built-up  Area,Ready To Move,Tumkur Road,2.0,2.0,58.3,1166.0,2.0,5000.0
Super built-up  Area,Ready To Move,Tumkur Road,2.0,1.0,70.0,1252.0,1.0,5591.054313099042
Super built-up  Area,Ready To Move,Tumkur Road,3.0,1.0,85.86,1500.0,2.0,5724.0
Super built-up  Area,18-Dec,Tunganagara,2.0,2.0,54.21,1400.0,1.0,3872.1428571428573
Plot  Area,Ready To Move,Udaya Nagar,1.0,1.0,75.0,1600.0,2.0,4687.5
Super built-up  Area,18-Jul,Udayapur Village,2.0,2.0,60.33,1800.0,2.0,3351.6666666666665
Super built-up  Area,18-Jul,Udayapur Village,2.0,2.0,53.11,1500.0,2.0,3540.6666666666665
Built-up  Area,Ready To Move,Ulsoor,2.0,1.5843757375501535,120.0,1000.0,2.0,12000.0
Built-up  Area,Ready To Move,Ulsoor,3.0,0.0,90.0,1366.0,2.0,6588.579795021962
Super built-up  Area,Ready To Move,Ulsoor,3.0,3.0,185.0,1740.0,3.0,10632.183908045978
Super built-up  Area,Ready To Move,Ulsoor,2.0,3.0,120.0,922.0,2.0,13015.184381778741
Plot  Area,Ready To Move,Ulsoor,4.0,0.0,138.0,1220.0,3.0,11311.475409836066
Super built-up  Area,Ready To Move,Ulsoor,4.0,2.0,185.0,1300.0,3.0,14230.76923076923
Built-up  Area,Ready To Move,Ulsoor,1.0,1.0,150.0,1141.0,3.0,13146.362839614374
Built-up  Area,Ready To Move,Ulsoor,4.0,0.0,170.0,1165.0,3.0,14592.274678111587
Super built-up  Area,Ready To Move,Ulsoor,3.0,2.0,170.0,1200.0,2.0,14166.666666666666
Built-up  Area,Ready To Move,Upadhyaya Layout,2.0,1.0,67.0,2400.0,2.0,2791.6666666666665
Built-up  Area,Ready To Move,Upkar Layout,1.0,1.0,70.0,1140.0,3.0,6140.350877192983
Super built-up  Area,Ready To Move,Upkar Layout,2.0,2.0,71.05,1620.0,3.0,4385.802469135802
Built-up  Area,Ready To Move,Uttarahalli,2.0,3.0,62.0,1440.0,3.0,4305.555555555556
Built-up  Area,Ready To Move,Uttarahalli,2.0,2.0,45.0,1143.0,2.0,3937.0078740157483
Built-up  Area,19-Dec,Uttarahalli,2.0,1.0,67.0,1145.0,3.0,5851.528384279476
Super built-up  Area,Ready To Move,Uttarahalli,2.0,2.0,39.73,1047.0,2.0,3794.651384909264
Super built-up  Area,Ready To Move,Uttarahalli,3.0,0.0,50.0,901.0,2.0,5549.389567147614
Super built-up  Area,Ready To Move,Uttarahalli,2.0,2.0,47.0,1190.0,2.0,3949.5798319327732
Super built-up  Area,Ready To Move,Uttarahalli,2.0,2.0,62.55,1120.0,3.0,5584.821428571428
Super built-up  Area,Ready To Move,Uttarahalli,2.0,1.0,56.0,1225.0,2.0,4571.428571428572
Super built-up  Area,Ready To Move,Uttarahalli,2.0,2.0,60.47,1192.0,3.0,5072.986577181208
Super built-up  Area,Ready To Move,Uttarahalli,2.0,2.0,48.48,1225.0,2.0,3957.5510204081634
Super built-up  Area,Ready To Move,Uttarahalli,2.0,1.0,45.0,930.0,2.0,4838.709677419355
Super built-up  Area,Ready To Move,Uttarahalli,3.0,2.0,98.34,1645.0,4.0,5978.115501519756
Super built-up  Area,Ready To Move,Uttarahalli,2.0,1.0,57.0,1400.0,4.0,4071.4285714285716
Super built-up  Area,Ready To Move,Uttarahalli,2.0,2.0,46.55,1220.0,2.0,3815.5737704918033
Super built-up  Area,Ready To Move,Uttarahalli,2.0,1.0,42.0,1091.0,2.0,3849.67919340055
Super built-up  Area,Ready To Move,Uttarahalli,2.0,1.0,55.0,1430.0,3.0,3846.153846153846
Built-up  Area,Ready To Move,Uttarahalli,2.0,1.0,55.0,1234.0,2.0,4457.050243111831
Carpet  Area,Ready To Move,Uttarahalli,2.0,2.0,53.0,1200.0,3.0,4416.666666666667
Super built-up  Area,Ready To Move,Uttarahalli,2.0,1.0,47.0,1200.0,1.0,3916.6666666666665
Super built-up  Area,Ready To Move,Uttarahalli,3.0,2.0,91.2,1405.0,3.0,6491.103202846975
Super built-up  Area,Ready To Move,Uttarahalli,2.0,1.0,85.0,1300.0,3.0,6538.461538461538
Super built-up  Area,20-Dec,Uttarahalli,2.0,1.0,63.0,2600.0,1.0,2423.076923076923
Super built-up  Area,Ready To Move,Uttarahalli,2.0,2.0,74.0,1104.0,3.0,6702.898550724638
Super built-up  Area,Ready To Move,Uttarahalli,3.0,0.0,51.19,1150.0,3.0,4451.304347826087
Super built-up  Area,18-Dec,Uttarahalli,2.0,1.0,53.0,1252.0,3.0,4233.226837060703
Super built-up  Area,Ready To Move,Uttarahalli,3.0,2.0,88.0,1355.0,2.0,6494.464944649447
Super built-up  Area,Ready To Move,Uttarahalli,2.0,2.0,59.6,1105.0,2.0,5393.665158371041
Super built-up  Area,Ready To Move,Uttarahalli,2.0,3.0,61.2,1600.0,2.0,3825.0
Super built-up  Area,Ready To Move,Uttarahalli,2.0,2.0,75.0,1300.0,2.0,5769.2307692307695
Super built-up  Area,18-Oct,Uttarahalli,2.0,3.0,55.44,1075.0,3.0,5157.209302325581
Built-up  Area,Ready To Move,Uttarahalli,2.0,2.0,45.0,1200.0,3.0,3750.0
Super built-up  Area,Ready To Move,Uttarahalli,2.0,1.0,56.0,1300.0,3.0,4307.692307692308
Super built-up  Area,Ready To Move,Uttarahalli,2.0,1.0,47.0,1060.0,3.0,4433.962264150943
Super built-up  Area,Ready To Move,Uttarahalli,2.0,2.0,44.98,1070.0,1.0,4203.738317757009
Super built-up  Area,Ready To Move,Uttarahalli,2.0,1.0,47.0,1212.0,2.0,3877.887788778878
Super built-up  Area,Ready To Move,Uttarahalli,3.0,2.0,85.0,1223.0,2.0,6950.122649223222
Super built-up  Area,Ready To Move,Uttarahalli,2.0,1.0,42.0,875.0,2.0,4800.0
Built-up  Area,Ready To Move,Uttarahalli,2.0,2.0,45.0,1127.0,3.0,3992.9015084294588
Super built-up  Area,Ready To Move,Uttarahalli,2.0,1.0,53.55,1225.0,2.0,4371.428571428572
Super built-up  Area,Ready To Move,Uttarahalli,3.0,3.0,74.0,1489.0,4.0,4969.7783747481535
Super built-up  Area,Ready To Move,Uttarahalli,2.0,1.0,48.0,1200.0,2.0,4000.0
Super built-up  Area,Ready To Move,Uttarahalli,2.0,2.0,50.19,1115.0,2.0,4501.345291479821
Super built-up  Area,Ready To Move,Uttarahalli,2.0,2.0,68.0,950.0,2.0,7157.894736842105
Super built-up  Area,Ready To Move,Uttarahalli,2.0,2.0,70.0,1310.0,3.0,5343.511450381679
Super built-up  Area,Ready To Move,Uttarahalli,2.0,2.0,47.59,1200.0,2.0,3965.8333333333335
Super built-up  Area,Ready To Move,Uttarahalli,2.0,2.0,52.85,1080.0,3.0,4893.518518518518
Super built-up  Area,Ready To Move,Uttarahalli,2.0,2.0,47.24,1225.0,3.0,3856.326530612245
Super built-up  Area,Ready To Move,Uttarahalli,2.0,1.0,50.0,1039.0,2.0,4812.319538017325
Built-up  Area,Ready To Move,Uttarahalli,3.0,1.0,60.0,1070.0,2.0,5607.476635514019
Super built-up  Area,Ready To Move,Uttarahalli,2.0,1.0,47.65,1215.0,2.0,3921.8106995884773
Built-up  Area,Ready To Move,Uttarahalli,2.0,1.0,45.0,1105.0,2.0,4072.398190045249
Super built-up  Area,Ready To Move,Uttarahalli,2.0,3.0,50.0,1050.0,3.0,4761.9047619047615
Super built-up  Area,Ready To Move,Uttarahalli,2.0,2.0,50.0,1000.0,1.0,5000.0
Super built-up  Area,Ready To Move,Uttarahalli,2.0,2.0,47.59,1131.0,2.0,4207.780725022104
Super built-up  Area,Ready To Move,Uttarahalli,3.0,2.0,57.0,1000.0,2.0,5700.0
Super built-up  Area,Ready To Move,Uttarahalli,2.0,2.0,46.55,1200.0,3.0,3879.1666666666665
Super built-up  Area,Ready To Move,Uttarahalli,2.0,2.0,50.0,1175.0,2.0,4255.31914893617
Super built-up  Area,Ready To Move,Uttarahalli,2.0,1.0,47.0,1032.0,2.0,4554.263565891473
Super built-up  Area,Ready To Move,Uttarahalli,2.0,1.0,55.25,3270.0,1.0,1689.6024464831805
Super built-up  Area,Ready To Move,Uttarahalli,2.0,2.0,46.45,1000.0,2.0,4645.0
Super built-up  Area,Ready To Move,Uttarahalli,3.0,3.0,76.0,1500.0,4.0,5066.666666666667
Built-up  Area,Ready To Move,Uttarahalli,2.0,1.0,50.0,1222.0,3.0,4091.653027823241
Super built-up  Area,Ready To Move,Uttarahalli,2.0,1.0,42.0,1800.0,1.0,2333.3333333333335
Super built-up  Area,Ready To Move,Uttarahalli,2.0,1.0,48.0,1184.0,2.0,4054.054054054054
Super built-up  Area,Ready To Move,Uttarahalli,2.0,1.0,57.0,1500.0,3.0,3800.0
Super built-up  Area,Ready To Move,Uttarahalli,2.0,2.0,59.6,1500.0,2.0,3973.3333333333335
Built-up  Area,Ready To Move,Uttarahalli,2.0,0.0,52.0,1335.0,2.0,3895.131086142322
Super built-up  Area,18-Mar,Uttarahalli,2.0,3.0,53.0,720.0,2.0,7361.111111111111
Super built-up  Area,Ready To Move,Uttarahalli,3.0,2.0,57.0,1200.0,3.0,4750.0
Super built-up  Area,Ready To Move,Uttarahalli,2.0,1.0,57.0,1300.0,2.0,4384.615384615385
Super built-up  Area,Ready To Move,Uttarahalli,2.0,1.0,47.0,1100.0,2.0,4272.727272727273
Super built-up  Area,Ready To Move,Uttarahalli,2.0,2.0,53.36,1294.0,1.0,4123.647604327666
Built-up  Area,Ready To Move,Uttarahalli,2.0,1.0,130.0,2700.0,3.0,4814.814814814815
Super built-up  Area,Ready To Move,VGP Layout,2.0,2.0,55.0,800.0,2.0,6875.0
Super built-up  Area,Ready To Move,VGP Layout,3.0,3.0,90.0,1200.0,2.0,7500.0
Super built-up  Area,Ready To Move,VHBCS Layout,2.0,2.0,110.0,1100.0,3.0,10000.0
Plot  Area,Ready To Move,Vaderahalli,4.0,1.5843757375501535,200.0,1065.0,3.0,18779.342723004695
Super built-up  Area,Ready To Move,Vaderahalli,3.0,3.0,85.0,1346.0,3.0,6315.007429420505
Plot  Area,Ready To Move,Vajarahalli,3.0,1.0,86.0,1092.0,3.0,7875.457875457875
Plot  Area,Ready To Move,Vajarahalli,3.0,2.0,120.0,3820.0,2.0,3141.361256544503
Super built-up  Area,22-Jan,Vajarahalli,3.0,1.0,80.0,2970.0,2.0,2693.6026936026938
Super built-up  Area,22-Jan,Vajarahalli,2.0,1.0,70.0,1361.0,2.0,5143.277002204261
Super built-up  Area,22-Jan,Vajarahalli,3.0,2.0,79.0,1150.0,3.0,6869.565217391304
Plot  Area,Ready To Move,Varanasi,3.0,1.0,59.5,1087.0,3.0,5473.78104875805
Built-up  Area,18-May,Varanasi,2.0,1.0,62.0,929.0,2.0,6673.8428417653395
Super built-up  Area,Ready To Move,Varsova Layout,2.0,3.0,55.0,1152.0,3.0,4774.305555555556
Super built-up  Area,Ready To Move,Varthur,2.0,1.0,34.9,1114.0,2.0,3132.854578096948
Super built-up  Area,20-Dec,Varthur,3.0,2.0,65.99,1325.0,3.0,4980.377358490566
Super built-up  Area,Ready To Move,Varthur,2.0,2.0,40.0,1250.0,2.0,3200.0
Super built-up  Area,Ready To Move,Varthur,3.0,2.0,175.0,3000.0,3.0,5833.333333333333
Super built-up  Area,Ready To Move,Varthur,2.0,1.5843757375501535,65.0,1055.0,3.0,6161.137440758293
Super built-up  Area,Ready To Move,Varthur,3.0,1.5843757375501535,71.0,1250.0,3.0,5680.0
Plot  Area,Ready To Move,Varthur,2.0,1.0,98.0,3100.0,2.0,3161.2903225806454
Super built-up  Area,Ready To Move,Varthur,3.0,1.0,53.0,2150.0,2.0,2465.1162790697676
Super built-up  Area,18-Mar,Varthur,2.0,1.0,33.82,1140.0,2.0,2966.6666666666665
Super built-up  Area,Ready To Move,Varthur,2.0,2.0,48.0,1176.0,3.0,4081.6326530612246
Built-up  Area,Ready To Move,Varthur,2.0,1.0,60.0,1143.0,3.0,5249.343832020997
Super built-up  Area,Ready To Move,Varthur,2.0,3.0,85.0,1140.0,2.0,7456.140350877193
Super built-up  Area,18-Feb,Varthur,2.0,1.0,45.0,1434.0,2.0,3138.0753138075315
Super built-up  Area,Ready To Move,Varthur,2.0,3.0,61.0,1767.0,2.0,3452.17883418223
Super built-up  Area,Ready To Move,Varthur,2.0,1.0,60.0,1024.0,2.0,5859.375
Super built-up  Area,Ready To Move,Varthur,2.0,2.0,72.0,1352.0,3.0,5325.443786982249
Super built-up  Area,Ready To Move,Varthur,2.0,2.0,39.0,985.0,2.0,3959.3908629441626
Super built-up  Area,18-Jan,Varthur,2.0,2.0,55.0,1210.0,2.0,4545.454545454545
Super built-up  Area,Ready To Move,Varthur,2.0,2.0,60.0,1623.0,2.0,3696.857670979667
Super built-up  Area,Ready To Move,Varthur,2.0,2.0,39.0,1656.0,2.0,2355.072463768116
Super built-up  Area,20-Dec,Varthur,3.0,2.0,69.43,1200.0,2.0,5785.833333333334
Super built-up  Area,18-Sep,Varthur,2.0,1.0,64.15,1200.0,2.0,5345.833333333334
Super built-up  Area,Ready To Move,Varthur,2.0,1.0,57.32,2180.0,2.0,2629.3577981651374
Super built-up  Area,17-Dec,Varthur,2.0,2.0,95.0,1386.0,3.0,6854.256854256854
Super built-up  Area,Ready To Move,Varthur,2.0,3.0,38.0,1220.0,2.0,3114.754098360656
Super built-up  Area,Ready To Move,Varthur,3.0,2.0,90.0,1145.0,3.0,7860.2620087336245
Super built-up  Area,18-Jul,Varthur,2.0,1.0,85.0,1240.0,3.0,6854.8387096774195
Super built-up  Area,Ready To Move,Varthur,2.0,2.0,54.0,1300.0,3.0,4153.846153846154
Super built-up  Area,18-May,Varthur,1.0,1.0,65.0,1165.0,3.0,5579.399141630901
Plot  Area,18-Nov,Varthur Road,4.0,2.0,155.0,4360.0,9.0,3555.045871559633
Super built-up  Area,19-Dec,Varthur Road,2.0,1.0,27.0,1200.0,2.0,2250.0
Super built-up  Area,19-Dec,Varthur Road,2.0,0.0,19.33,1200.0,2.0,1610.833333333333
Built-up  Area,Ready To Move,Varthur Road,2.0,2.0,59.0,2050.0,3.0,2878.048780487805
Super built-up  Area,Ready To Move,Varthur Road,2.0,2.0,58.0,3260.0,4.0,1779.1411042944785
Super built-up  Area,Ready To Move,Varthur Road,2.0,2.0,42.7,1320.0,2.0,3234.848484848485
Super built-up  Area,19-Dec,Varthur Road,2.0,2.0,30.47,1185.0,1.0,2571.3080168776373
Built-up  Area,Ready To Move,"Varthur Road, ",3.0,2.0,76.0,1611.0,2.0,4717.566728739913
Built-up  Area,Ready To Move,"Varthur Road, ",2.0,1.0,64.0,3000.0,3.0,2133.3333333333335
Super built-up  Area,18-May,Vasanth nagar,4.0,1.0,528.0,2480.0,3.0,21290.322580645163
Super built-up  Area,Ready To Move,Vasanth nagar,3.0,2.0,1063.0,2800.0,4.0,37964.28571428572
Plot  Area,Ready To Move,Vasanth nagar,3.0,0.0,650.0,1735.0,3.0,37463.976945244955
Super built-up  Area,Ready To Move,Vasantha Vallabha Nagar,3.0,2.0,76.0,1088.0,3.0,6985.294117647059
Super built-up  Area,18-Aug,Vasantha Vallabha Nagar,2.0,1.0,100.0,1300.0,1.0,7692.307692307692
Super built-up  Area,Ready To Move,Vasanthapura,2.0,1.0,39.73,1580.0,2.0,2514.5569620253164
Super built-up  Area,Ready To Move,Vasanthapura,2.0,0.0,35.0,1150.0,2.0,3043.478260869565
Super built-up  Area,Ready To Move,Vasanthapura,2.0,2.0,47.0,1580.0,4.0,2974.6835443037976
Built-up  Area,Ready To Move,Vasanthapura,2.0,1.0,40.0,1250.0,2.0,3200.0
Super built-up  Area,Ready To Move,Vasanthapura,2.0,1.0,36.28,1560.0,3.0,2325.641025641026
Super built-up  Area,Ready To Move,Veersandra,2.0,1.0,55.0,1300.0,3.0,4230.7692307692305
Built-up  Area,Ready To Move,Venkatadri Layout,1.0,1.0,42.0,1128.0,2.0,3723.404255319149
Built-up  Area,Ready To Move,Venkatapura,2.0,1.0,285.0,1749.0,2.0,16295.025728987994
Super built-up  Area,19-Dec,Venkatapura,2.0,1.0,140.0,1200.0,2.0,11666.666666666666
Super built-up  Area,18-Jan,Venkatapura,3.0,2.0,46.0,1650.0,3.0,2787.878787878788
Super built-up  Area,Ready To Move,Venugopal Reddy Layout,2.0,2.0,69.0,1170.0,1.0,5897.4358974358975
Built-up  Area,Ready To Move,Vibuthipura,2.0,0.0,125.0,1070.0,2.0,11682.242990654206
Built-up  Area,Ready To Move,Victoria Layout,2.0,1.0,72.0,1455.0,1.0,4948.453608247422
Built-up  Area,Ready To Move,Victoria Layout,2.0,1.0,115.0,1635.0,3.0,7033.639143730887
Plot  Area,Ready To Move,Vidyaranyapura,2.0,0.0,95.0,1320.0,2.0,7196.969696969697
Plot  Area,Ready To Move,Vidyaranyapura,4.0,0.0,90.0,1222.0,3.0,7364.9754500818335
Super built-up  Area,Ready To Move,Vidyaranyapura,2.0,2.0,67.0,1400.0,2.0,4785.714285714285
Plot  Area,18-Apr,Vidyaranyapura,3.0,2.0,78.0,1109.0,3.0,7033.363390441839
Super built-up  Area,Ready To Move,Vidyaranyapura,2.0,1.0,54.0,1465.0,2.0,3686.0068259385666
Plot  Area,Ready To Move,Vidyaranyapura,4.0,0.0,88.0,1215.0,3.0,7242.798353909465
Built-up  Area,Ready To Move,Vidyaranyapura,3.0,3.0,68.0,1090.0,2.0,6238.532110091744
Built-up  Area,Ready To Move,Vidyaranyapura,2.0,1.0,70.0,3589.0,6.0,1950.4040122596823
Super built-up  Area,Ready To Move,Vidyaranyapura,2.0,1.0,54.0,1275.0,2.0,4235.294117647059
Super built-up  Area,Ready To Move,Vidyaranyapura,2.0,2.0,65.0,2925.0,2.0,2222.222222222222
Super built-up  Area,18-May,Vidyaranyapura,2.0,1.0,50.0,1691.0,2.0,2956.830277942046
Super built-up  Area,Ready To Move,Vidyaranyapura,2.0,2.0,72.0,1243.0,3.0,5792.43765084473
Super built-up  Area,Ready To Move,Vidyaranyapura,2.0,2.0,60.5,2024.0,2.0,2989.1304347826085
